Advertising,Digital Marketing,Sales,Marketing Research,Agency Fees,Training and Development,Promotions and Sponsorships
57.00,65.00,109.00,45.00,22.00,12.00,885.00
177.00,213.00,391.00,154.00,94.00,50.00,829.00
141.00,150.00,271.00,104.00,55.00,33.00,596.00
230.00,349.00,612.00,263.00,119.00,86.00,1433.00
317.00,349.00,607.00,263.00,111.00,86.00,1433.00
333.00,362.00,628.00,272.00,113.00,89.00,1616.00
362.00,392.00,681.00,295.00,121.00,97.00,1714.00
148.00,239.00,478.00,239.00,91.00,66.00,1417.00
218.00,228.00,510.00,228.00,92.00,63.00,1459.00
228.00,261.00,516.00,260.00,89.00,72.00,1559.00
230.00,249.00,531.00,249.00,94.00,69.00,1775.00
221.00,239.00,509.00,239.00,90.00,66.00,1755.00
233.00,251.00,534.00,250.00,94.00,70.00,1820.00
112.00,152.00,256.00,104.00,40.00,29.00,821.00
148.00,130.00,245.00,89.00,37.00,24.00,777.00
155.00,152.00,254.00,104.00,37.00,29.00,821.00
68.00,107.00,190.00,83.00,39.00,27.00,613.00
27.00,52.00,92.00,40.00,25.00,13.00,536.00
29.00,56.00,99.00,43.00,27.00,14.00,531.00
106.00,107.00,213.00,83.00,41.00,27.00,623.00
101.00,107.00,202.00,83.00,39.00,27.00,613.00
94.00,107.00,188.00,83.00,36.00,27.00,584.00
92.00,107.00,188.00,83.00,37.00,27.00,574.00
99.00,112.00,197.00,87.00,37.00,28.00,564.00
101.00,139.00,234.00,95.00,38.00,26.00,821.00
102.00,139.00,234.00,95.00,37.00,26.00,799.00
112.00,152.00,256.00,104.00,40.00,29.00,871.00
106.00,145.00,245.00,100.00,39.00,28.00,981.00
157.00,145.00,261.00,100.00,39.00,28.00,981.00
53.00,108.00,180.00,72.00,55.00,23.00,541.00
40.00,90.00,150.00,60.00,50.00,19.00,656.00
73.00,102.00,181.00,68.00,53.00,22.00,559.00
340.00,395.00,470.00,75.00,55.00,24.00,235.00
397.00,451.00,519.00,68.00,54.00,22.00,-348.00
543.00,420.00,524.00,72.00,54.00,23.00,-54.00
755.00,595.00,643.00,54.00,45.00,17.00,-1006.00
690.00,516.00,614.00,60.00,51.00,19.00,-2572.00
24.00,32.00,56.00,21.00,16.00,5.00,454.00
12.00,26.00,44.00,18.00,16.00,5.00,486.00
37.00,44.00,78.00,29.00,19.00,8.00,490.00
-11.00,65.00,116.00,51.00,76.00,46.00,542.00
-8.00,68.00,120.00,52.00,76.00,47.00,554.00
-6.00,74.00,136.00,54.00,78.00,49.00,451.00
-6.00,73.00,133.00,52.00,77.00,47.00,446.00
-16.00,65.00,124.00,51.00,76.00,46.00,542.00
19.00,67.00,129.00,54.00,54.00,20.00,337.00
15.00,64.00,114.00,51.00,49.00,19.00,419.00
9.00,57.00,109.00,45.00,51.00,17.00,409.00
10.00,57.00,110.00,46.00,50.00,17.00,422.00
30.00,42.00,70.00,29.00,19.00,8.00,835.00
147.00,170.00,362.00,170.00,71.00,47.00,1073.00
140.00,163.00,346.00,162.00,69.00,45.00,1059.00
129.00,155.00,330.00,155.00,68.00,43.00,1280.00
-5.00,41.00,74.00,33.00,46.00,12.00,193.00
-2.00,44.00,79.00,35.00,46.00,13.00,197.00
-1.00,46.00,82.00,36.00,47.00,13.00,252.00
-2.00,43.00,77.00,34.00,45.00,12.00,240.00
-4.00,41.00,74.00,33.00,45.00,12.00,243.00
1.00,49.00,88.00,39.00,48.00,14.00,250.00
-5.00,42.00,85.00,34.00,47.00,12.00,197.00
-1.00,46.00,81.00,36.00,44.00,13.00,252.00
1.00,48.00,85.00,38.00,44.00,14.00,248.00
3.00,51.00,97.00,40.00,49.00,15.00,244.00
-6.00,41.00,79.00,33.00,45.00,12.00,243.00
4.00,34.00,62.00,28.00,30.00,8.00,965.00
4.00,33.00,61.00,28.00,29.00,8.00,964.00
6.00,37.00,68.00,31.00,31.00,9.00,976.00
8.00,38.00,70.00,32.00,30.00,9.00,996.00
9.00,41.00,75.00,34.00,32.00,10.00,1010.00
7.00,37.00,68.00,31.00,30.00,9.00,1000.00
5.00,35.00,64.00,29.00,30.00,8.00,1003.00
9.00,35.00,67.00,28.00,29.00,8.00,961.00
9.00,35.00,67.00,28.00,29.00,8.00,958.00
8.00,37.00,67.00,31.00,29.00,9.00,976.00
10.00,37.00,72.00,31.00,30.00,9.00,1000.00
12.00,38.00,74.00,31.00,30.00,9.00,1009.00
-340.00,-245.00,32.00,245.00,127.00,93.00,2449.00
-404.00,-284.00,21.00,284.00,141.00,107.00,5807.00
-430.00,-302.00,19.00,302.00,147.00,114.00,6413.00
-408.00,-294.00,31.00,294.00,145.00,111.00,8252.00
-552.00,-245.00,19.00,245.00,132.00,93.00,1419.00
-508.00,-240.00,25.00,240.00,125.00,91.00,1937.00
-505.00,-245.00,34.00,245.00,127.00,93.00,2449.00
-509.00,-271.00,37.00,271.00,126.00,102.00,4507.00
-522.00,-270.00,27.00,270.00,126.00,102.00,5230.00
-558.00,-284.00,21.00,284.00,131.00,107.00,5807.00
-638.00,-302.00,20.00,302.00,147.00,114.00,6413.00
-505.00,-245.00,34.00,245.00,127.00,93.00,7653.00
-605.00,-294.00,33.00,294.00,145.00,111.00,8252.00
10.00,27.00,45.00,18.00,17.00,5.00,818.00
10.00,27.00,45.00,18.00,17.00,5.00,816.00
13.00,29.00,49.00,20.00,16.00,5.00,829.00
18.00,35.00,58.00,23.00,17.00,6.00,843.00
17.00,36.00,61.00,25.00,19.00,7.00,854.00
19.00,38.00,63.00,25.00,19.00,7.00,851.00
12.00,29.00,48.00,19.00,17.00,5.00,848.00
9.00,24.00,39.00,15.00,15.00,4.00,848.00
10.00,25.00,41.00,16.00,15.00,4.00,851.00
16.00,27.00,50.00,18.00,18.00,5.00,821.00
15.00,27.00,48.00,18.00,17.00,5.00,818.00
18.00,29.00,49.00,20.00,15.00,5.00,829.00
21.00,31.00,55.00,21.00,17.00,5.00,846.00
13.00,24.00,42.00,15.00,15.00,4.00,848.00
15.00,25.00,44.00,16.00,15.00,4.00,851.00
11.00,26.00,43.00,17.00,15.00,4.00,777.00
11.00,28.00,47.00,19.00,17.00,5.00,774.00
10.00,25.00,41.00,16.00,15.00,4.00,772.00
10.00,26.00,43.00,17.00,16.00,4.00,776.00
13.00,29.00,49.00,20.00,16.00,5.00,784.00
17.00,34.00,56.00,22.00,17.00,6.00,802.00
15.00,25.00,44.00,16.00,15.00,4.00,772.00
15.00,26.00,46.00,17.00,16.00,4.00,776.00
21.00,32.00,53.00,21.00,16.00,5.00,798.00
17.00,29.00,49.00,20.00,16.00,5.00,808.00
23.00,35.00,57.00,23.00,17.00,6.00,806.00
25.00,35.00,62.00,23.00,18.00,6.00,803.00
25.00,35.00,62.00,23.00,18.00,6.00,800.00
25.00,34.00,60.00,22.00,17.00,6.00,802.00
25.00,35.00,62.00,23.00,18.00,6.00,807.00
26.00,169.00,290.00,121.00,143.00,110.00,712.00
27.00,173.00,298.00,125.00,146.00,113.00,700.00
27.00,173.00,298.00,125.00,146.00,113.00,729.00
25.00,168.00,289.00,121.00,143.00,109.00,788.00
37.00,201.00,345.00,144.00,164.00,131.00,874.00
45.00,225.00,387.00,162.00,180.00,147.00,943.00
49.00,239.00,412.00,173.00,190.00,156.00,927.00
26.00,173.00,298.00,125.00,147.00,113.00,898.00
26.00,168.00,289.00,121.00,142.00,109.00,912.00
25.00,145.00,280.00,105.00,135.00,95.00,725.00
40.00,173.00,318.00,125.00,146.00,113.00,700.00
40.00,173.00,318.00,125.00,146.00,113.00,729.00
35.00,168.00,286.00,121.00,133.00,109.00,788.00
51.00,201.00,342.00,144.00,153.00,131.00,874.00
111.00,201.00,345.00,144.00,90.00,47.00,862.00
115.00,206.00,354.00,148.00,91.00,48.00,844.00
156.00,265.00,456.00,191.00,109.00,63.00,865.00
160.00,270.00,465.00,195.00,110.00,64.00,956.00
208.00,329.00,567.00,238.00,121.00,78.00,1190.00
163.00,271.00,467.00,196.00,108.00,64.00,1167.00
194.00,310.00,534.00,224.00,116.00,73.00,1191.00
173.00,201.00,386.00,144.00,94.00,47.00,862.00
171.00,206.00,377.00,148.00,91.00,48.00,844.00
225.00,271.00,463.00,196.00,100.00,64.00,1167.00
178.00,213.00,391.00,154.00,93.00,50.00,1132.00
121.00,185.00,312.00,127.00,64.00,40.00,671.00
136.00,204.00,345.00,141.00,68.00,45.00,764.00
150.00,222.00,376.00,154.00,72.00,49.00,833.00
115.00,176.00,298.00,122.00,61.00,39.00,801.00
122.00,185.00,312.00,127.00,63.00,40.00,830.00
134.00,139.00,262.00,95.00,56.00,30.00,608.00
140.00,150.00,271.00,104.00,56.00,33.00,596.00
151.00,158.00,285.00,109.00,56.00,34.00,585.00
171.00,178.00,321.00,123.00,63.00,39.00,611.00
188.00,204.00,342.00,141.00,63.00,45.00,764.00
207.00,222.00,373.00,154.00,67.00,49.00,817.00
169.00,176.00,318.00,122.00,62.00,39.00,789.00
159.00,165.00,296.00,113.00,58.00,36.00,803.00
181.00,185.00,332.00,127.00,63.00,40.00,830.00
203.00,312.00,546.00,234.00,109.00,77.00,1310.00
202.00,311.00,545.00,234.00,109.00,77.00,1282.00
241.00,362.00,634.00,272.00,121.00,89.00,1616.00
319.00,349.00,607.00,263.00,110.00,86.00,1433.00
328.00,336.00,628.00,253.00,115.00,83.00,1686.00
332.00,341.00,637.00,257.00,117.00,84.00,1662.00
291.00,304.00,567.00,228.00,108.00,75.00,1691.00
319.00,329.00,614.00,247.00,114.00,81.00,1744.00
141.00,228.00,456.00,228.00,87.00,63.00,1459.00
149.00,239.00,478.00,239.00,90.00,66.00,1464.00
164.00,261.00,521.00,260.00,97.00,72.00,1559.00
168.00,266.00,532.00,266.00,98.00,74.00,1819.00
167.00,266.00,532.00,266.00,99.00,74.00,1797.00
149.00,239.00,478.00,239.00,90.00,66.00,1755.00
220.00,228.00,510.00,228.00,91.00,63.00,1459.00
211.00,229.00,487.00,228.00,87.00,63.00,1436.00
220.00,239.00,509.00,239.00,91.00,66.00,1417.00
221.00,239.00,509.00,239.00,90.00,66.00,1464.00
226.00,261.00,516.00,260.00,90.00,72.00,1559.00
228.00,261.00,516.00,260.00,89.00,72.00,1715.00
232.00,249.00,531.00,249.00,93.00,69.00,1775.00
221.00,239.00,509.00,239.00,90.00,66.00,1755.00
233.00,251.00,534.00,250.00,94.00,70.00,1820.00
11.00,26.00,43.00,17.00,15.00,4.00,777.00
31.00,43.00,43.00,0.00,12.00,0.00,731.00
32.00,43.00,43.00,0.00,11.00,0.00,688.00
31.00,43.00,43.00,0.00,12.00,0.00,645.00
31.00,43.00,43.00,0.00,12.00,0.00,602.00
31.00,43.00,43.00,0.00,12.00,0.00,387.00
46.00,43.00,46.00,0.00,12.00,0.00,774.00
46.00,43.00,46.00,0.00,12.00,0.00,731.00
47.00,43.00,46.00,0.00,11.00,0.00,688.00
43.00,43.00,43.00,0.00,11.00,0.00,645.00
43.00,43.00,43.00,0.00,11.00,0.00,602.00
44.00,43.00,43.00,0.00,10.00,0.00,559.00
44.00,43.00,43.00,0.00,10.00,0.00,516.00
47.00,43.00,46.00,0.00,11.00,0.00,473.00
46.00,43.00,46.00,0.00,12.00,0.00,387.00
46.00,43.00,46.00,0.00,12.00,0.00,344.00
29.00,48.00,80.00,32.00,19.00,8.00,456.00
16.00,32.00,53.00,21.00,16.00,5.00,454.00
22.00,32.00,56.00,21.00,17.00,5.00,449.00
17.00,29.00,49.00,20.00,16.00,5.00,464.00
12.00,25.00,41.00,16.00,15.00,4.00,484.00
22.00,32.00,56.00,21.00,17.00,5.00,480.00
-23.00,63.00,126.00,63.00,86.00,57.00,435.00
-4.00,67.00,110.00,44.00,65.00,40.00,543.00
18.00,73.00,132.00,59.00,55.00,22.00,331.00
12.00,64.00,115.00,51.00,52.00,19.00,396.00
13.00,66.00,120.00,54.00,53.00,20.00,404.00
26.00,72.00,145.00,58.00,58.00,22.00,338.00
24.00,71.00,137.00,58.00,55.00,22.00,325.00
17.00,64.00,114.00,51.00,48.00,19.00,396.00
26.00,45.00,75.00,30.00,19.00,8.00,820.00
19.00,36.00,60.00,24.00,17.00,6.00,856.00
45.00,48.00,90.00,32.00,20.00,8.00,821.00
87.00,155.00,310.00,155.00,68.00,43.00,1280.00
92.00,161.00,322.00,161.00,69.00,45.00,1267.00
116.00,149.00,295.00,149.00,60.00,41.00,1156.00
93.00,119.00,210.00,78.00,56.00,25.00,798.00
17.00,132.00,227.00,95.00,115.00,86.00,554.00
17.00,129.00,221.00,92.00,112.00,83.00,599.00
25.00,154.00,264.00,110.00,129.00,100.00,665.00
86.00,117.00,202.00,87.00,51.00,28.00,472.00
48.00,62.00,109.00,48.00,25.00,15.00,599.00
25.00,39.00,68.00,30.00,20.00,9.00,581.00
24.00,70.00,134.00,56.00,54.00,21.00,385.00
68.00,96.00,175.00,81.00,44.00,25.00,1046.00
28.00,48.00,80.00,32.00,20.00,8.00,817.00
47.00,92.00,170.00,78.00,45.00,24.00,965.00
24.00,60.00,110.00,50.00,36.00,15.00,1064.00
33.00,74.00,136.00,62.00,41.00,19.00,1059.00
39.00,81.00,150.00,69.00,42.00,21.00,1060.00
73.00,92.00,190.00,78.00,47.00,24.00,965.00
68.00,90.00,176.00,75.00,44.00,23.00,956.00
70.00,91.00,178.00,76.00,44.00,23.00,965.00
44.00,72.00,131.00,60.00,37.00,18.00,1070.00
26.00,71.00,124.00,53.00,45.00,17.00,299.00
19.00,62.00,108.00,46.00,43.00,15.00,367.00
16.00,57.00,100.00,43.00,41.00,14.00,388.00
21.00,65.00,114.00,49.00,44.00,16.00,392.00
39.00,71.00,132.00,53.00,45.00,17.00,299.00
33.00,65.00,120.00,48.00,43.00,15.00,380.00
39.00,105.00,190.00,85.00,66.00,32.00,494.00
24.00,83.00,150.00,67.00,59.00,25.00,599.00
38.00,102.00,184.00,82.00,64.00,31.00,601.00
61.00,105.00,213.00,85.00,69.00,32.00,494.00
50.00,98.00,190.00,80.00,64.00,30.00,494.00
37.00,88.00,159.00,72.00,57.00,27.00,606.00
39.00,85.00,163.00,68.00,59.00,25.00,619.00
-3.00,42.00,76.00,34.00,45.00,12.00,182.00
-3.00,42.00,76.00,34.00,45.00,12.00,211.00
-12.00,36.00,69.00,29.00,44.00,11.00,169.00
-4.00,42.00,75.00,34.00,42.00,12.00,182.00
35.00,63.00,112.00,49.00,28.00,16.00,617.00
34.00,62.00,110.00,48.00,28.00,15.00,611.00
37.00,67.00,119.00,52.00,30.00,17.00,605.00
32.00,60.00,106.00,46.00,28.00,15.00,587.00
62.00,99.00,176.00,77.00,37.00,25.00,581.00
87.00,133.00,236.00,103.00,46.00,33.00,564.00
50.00,62.00,117.00,48.00,28.00,15.00,611.00
48.00,63.00,110.00,48.00,26.00,15.00,593.00
83.00,90.00,169.00,69.00,34.00,22.00,572.00
126.00,130.00,246.00,101.00,45.00,33.00,552.00
31.00,52.00,87.00,35.00,21.00,9.00,894.00
21.00,55.00,93.00,38.00,34.00,12.00,241.00
49.00,90.00,151.00,61.00,41.00,19.00,322.00
33.00,71.00,120.00,49.00,38.00,15.00,310.00
30.00,67.00,113.00,46.00,37.00,14.00,316.00
50.00,72.00,129.00,49.00,38.00,15.00,241.00
50.00,71.00,128.00,49.00,37.00,15.00,315.00
49.00,71.00,128.00,49.00,38.00,15.00,310.00
28.00,74.00,122.00,48.00,46.00,15.00,462.00
58.00,94.00,155.00,62.00,48.00,20.00,436.00
-32.00,18.00,106.00,88.00,50.00,27.00,715.00
-12.00,49.00,169.00,120.00,61.00,37.00,1334.00
-41.00,19.00,139.00,120.00,60.00,37.00,1439.00
-45.00,11.00,115.00,104.00,56.00,32.00,1574.00
-8.00,40.00,122.00,82.00,48.00,25.00,1804.00
-47.00,18.00,113.00,88.00,50.00,27.00,715.00
-21.00,38.00,135.00,98.00,49.00,30.00,973.00
-17.00,49.00,167.00,120.00,57.00,37.00,1334.00
-57.00,19.00,138.00,120.00,56.00,37.00,1439.00
-7.00,63.00,107.00,44.00,70.00,40.00,251.00
-3.00,73.00,125.00,52.00,76.00,47.00,313.00
2.00,88.00,151.00,63.00,86.00,57.00,332.00
-6.00,64.00,109.00,45.00,70.00,41.00,320.00
-10.00,61.00,111.00,43.00,68.00,39.00,256.00
0.00,82.00,140.00,59.00,76.00,53.00,338.00
-10.00,62.00,113.00,44.00,69.00,40.00,325.00
14.00,55.00,96.00,41.00,41.00,13.00,239.00
12.00,52.00,91.00,39.00,40.00,12.00,248.00
12.00,51.00,89.00,38.00,39.00,12.00,256.00
14.00,47.00,92.00,35.00,40.00,11.00,196.00
13.00,47.00,87.00,35.00,38.00,11.00,191.00
15.00,49.00,91.00,36.00,39.00,11.00,187.00
16.00,51.00,94.00,37.00,40.00,12.00,195.00
23.00,59.00,102.00,44.00,39.00,14.00,258.00
36.00,57.00,96.00,39.00,21.00,10.00,845.00
28.00,48.00,80.00,32.00,20.00,8.00,841.00
28.00,47.00,79.00,32.00,19.00,8.00,833.00
67.00,70.00,126.00,48.00,25.00,13.00,766.00
-116.00,-21.00,105.00,127.00,59.00,40.00,1215.00
357.00,534.00,890.00,356.00,177.00,124.00,2476.00
26.00,173.00,298.00,125.00,147.00,113.00,729.00
40.00,173.00,318.00,125.00,146.00,113.00,898.00
139.00,185.00,312.00,127.00,46.00,35.00,1007.00
183.00,277.00,512.00,235.00,94.00,72.00,1060.00
62.00,100.00,178.00,78.00,38.00,25.00,593.00
67.00,107.00,190.00,83.00,40.00,27.00,584.00
29.00,56.00,99.00,43.00,27.00,14.00,531.00
96.00,132.00,223.00,91.00,36.00,25.00,777.00
157.00,144.00,259.00,99.00,38.00,27.00,766.00
184.00,178.00,298.00,123.00,42.00,34.00,941.00
190.00,172.00,309.00,118.00,44.00,33.00,930.00
68.00,107.00,190.00,83.00,39.00,27.00,574.00
98.00,112.00,197.00,87.00,38.00,28.00,564.00
62.00,74.00,141.00,58.00,32.00,19.00,548.00
46.00,68.00,121.00,46.00,37.00,14.00,424.00
83.00,108.00,201.00,72.00,58.00,23.00,558.00
88.00,114.00,201.00,75.00,55.00,24.00,-1050.00
106.00,126.00,235.00,84.00,61.00,27.00,651.00
122.00,186.00,320.00,134.00,64.00,41.00,690.00
47.00,72.00,121.00,49.00,25.00,13.00,767.00
22.00,130.00,239.00,94.00,115.00,85.00,694.00
80.00,108.00,200.00,80.00,54.00,26.00,415.00
18.00,39.00,69.00,30.00,21.00,9.00,581.00
40.00,84.00,155.00,71.00,44.00,22.00,950.00
59.00,84.00,165.00,71.00,44.00,22.00,950.00
26.00,45.00,75.00,30.00,19.00,8.00,882.00
167.00,278.00,478.00,200.00,111.00,66.00,1095.00
120.00,213.00,367.00,154.00,93.00,50.00,1132.00
139.00,239.00,412.00,173.00,100.00,57.00,1150.00
173.00,201.00,386.00,144.00,94.00,47.00,862.00
287.00,329.00,562.00,238.00,113.00,78.00,1190.00
178.00,213.00,391.00,154.00,93.00,50.00,1132.00
206.00,239.00,439.00,173.00,100.00,57.00,1150.00
115.00,176.00,298.00,122.00,61.00,39.00,789.00
106.00,165.00,278.00,113.00,59.00,36.00,803.00
151.00,158.00,285.00,109.00,56.00,34.00,585.00
186.00,204.00,342.00,141.00,64.00,45.00,764.00
171.00,176.00,318.00,122.00,61.00,39.00,789.00
224.00,341.00,598.00,257.00,117.00,84.00,1662.00
216.00,329.00,576.00,247.00,113.00,81.00,1744.00
298.00,311.00,581.00,234.00,110.00,77.00,1282.00
221.00,239.00,509.00,239.00,90.00,66.00,1464.00
232.00,266.00,527.00,266.00,91.00,74.00,1819.00
105.00,144.00,243.00,99.00,39.00,27.00,766.00
182.00,178.00,298.00,123.00,43.00,34.00,941.00
139.00,185.00,312.00,127.00,46.00,35.00,1007.00
116.00,157.00,265.00,108.00,41.00,30.00,971.00
147.00,137.00,247.00,95.00,38.00,26.00,809.00
157.00,145.00,261.00,100.00,39.00,28.00,822.00
172.00,157.00,282.00,108.00,41.00,30.00,971.00
84.00,117.00,198.00,81.00,33.00,22.00,441.00
83.00,117.00,198.00,81.00,34.00,22.00,460.00
99.00,136.00,230.00,94.00,37.00,26.00,608.00
84.00,118.00,199.00,81.00,34.00,22.00,588.00
116.00,111.00,199.00,76.00,33.00,21.00,580.00
44.00,96.00,160.00,64.00,52.00,21.00,593.00
31.00,79.00,131.00,52.00,48.00,17.00,668.00
84.00,108.00,201.00,72.00,57.00,23.00,558.00
79.00,108.00,192.00,72.00,55.00,23.00,541.00
41.00,79.00,130.00,52.00,46.00,17.00,662.00
82.00,110.00,194.00,72.00,55.00,23.00,650.00
35.00,98.00,177.00,79.00,63.00,30.00,593.00
46.00,90.00,165.00,75.00,44.00,23.00,956.00
24.00,60.00,110.00,50.00,36.00,15.00,1064.00
36.00,76.00,139.00,63.00,40.00,19.00,1075.00
50.00,74.00,145.00,62.00,40.00,19.00,1059.00
0.00,46.00,82.00,36.00,46.00,13.00,252.00
-6.00,42.00,85.00,34.00,48.00,12.00,197.00
0.00,46.00,81.00,36.00,43.00,13.00,236.00
41.00,64.00,108.00,44.00,23.00,12.00,886.00
36.00,58.00,97.00,39.00,22.00,10.00,799.00
40.00,46.00,82.00,31.00,19.00,8.00,844.00
-6.00,63.00,107.00,44.00,69.00,40.00,251.00
-1.00,82.00,141.00,59.00,83.00,53.00,338.00
-6.00,73.00,124.00,52.00,72.00,47.00,313.00
-47.00,18.00,113.00,88.00,50.00,27.00,715.00
-57.00,19.00,138.00,120.00,56.00,37.00,1439.00
9.00,47.00,82.00,35.00,38.00,11.00,191.00
19.00,60.00,105.00,45.00,41.00,14.00,253.00
19.00,55.00,95.00,41.00,38.00,13.00,239.00
1.00,49.00,89.00,40.00,48.00,15.00,219.00
1.00,49.00,88.00,40.00,45.00,15.00,219.00
-24.00,25.00,48.00,20.00,41.00,7.00,218.00
253.00,277.00,507.00,235.00,87.00,72.00,1060.00
197.00,179.00,322.00,123.00,46.00,34.00,915.00
28.00,74.00,129.00,55.00,46.00,18.00,336.00
26.00,62.00,107.00,46.00,40.00,15.00,415.00
59.00,114.00,189.00,75.00,55.00,24.00,-1050.00
41.00,79.00,130.00,52.00,46.00,17.00,-587.00
-76.00,-13.00,110.00,123.00,63.00,39.00,964.00
-74.00,-13.00,109.00,122.00,61.00,39.00,2555.00
367.00,390.00,693.00,260.00,143.00,91.00,2548.00
-117.00,-26.00,122.00,148.00,91.00,48.00,1071.00
-209.00,-32.00,169.00,191.00,109.00,63.00,1564.00
-178.00,-24.00,147.00,162.00,96.00,53.00,3421.00
30.00,79.00,131.00,52.00,49.00,17.00,662.00
80.00,108.00,192.00,72.00,54.00,23.00,541.00
17.00,145.00,250.00,105.00,128.00,95.00,725.00
26.00,168.00,289.00,121.00,142.00,109.00,912.00
344.00,367.00,672.00,311.00,110.00,96.00,1296.00
64.00,74.00,141.00,58.00,31.00,19.00,548.00
167.00,266.00,532.00,266.00,99.00,74.00,1819.00
246.00,253.00,498.00,214.00,87.00,66.00,923.00
155.00,152.00,254.00,104.00,37.00,29.00,821.00
27.00,72.00,125.00,53.00,45.00,17.00,410.00
28.00,64.00,107.00,43.00,36.00,13.00,424.00
53.00,108.00,180.00,72.00,55.00,23.00,558.00
39.00,90.00,150.00,60.00,51.00,19.00,-718.00
220.00,335.00,587.00,252.00,115.00,83.00,1316.00
143.00,191.00,323.00,132.00,48.00,36.00,994.00
72.00,112.00,199.00,87.00,40.00,28.00,564.00
199.00,179.00,322.00,123.00,45.00,34.00,915.00
98.00,136.00,230.00,94.00,38.00,26.00,608.00
142.00,229.00,457.00,228.00,87.00,63.00,1436.00
161.00,247.00,456.00,209.00,86.00,64.00,969.00
142.00,132.00,238.00,91.00,36.00,25.00,777.00
98.00,136.00,230.00,94.00,38.00,26.00,608.00
125.00,117.00,211.00,81.00,33.00,22.00,460.00
24.00,68.00,118.00,50.00,44.00,16.00,397.00
48.00,102.00,170.00,68.00,54.00,22.00,9.00
55.00,110.00,182.00,72.00,55.00,23.00,-868.00
370.00,548.00,912.00,364.00,178.00,127.00,2654.00
368.00,546.00,910.00,364.00,178.00,127.00,2617.00
271.00,420.00,699.00,279.00,149.00,97.00,2642.00
79.00,112.00,189.00,77.00,33.00,21.00,449.00
145.00,145.00,243.00,100.00,37.00,28.00,598.00
-202.00,-56.00,69.00,125.00,146.00,113.00,3142.00
-309.00,-62.00,67.00,125.00,146.00,113.00,1118.00
-326.00,-72.00,71.00,144.00,153.00,131.00,1979.00
-332.00,-69.00,70.00,135.00,155.00,122.00,3641.00
129.00,258.00,513.00,255.00,129.00,96.00,1622.00
137.00,239.00,577.00,302.00,147.00,114.00,1518.00
-113.00,-27.00,180.00,207.00,86.00,64.00,965.00
-178.00,-33.00,192.00,213.00,87.00,66.00,1214.00
-353.00,-139.00,119.00,251.00,99.00,77.00,3948.00
157.00,145.00,261.00,100.00,39.00,28.00,981.00
121.00,163.00,276.00,113.00,42.00,31.00,897.00
163.00,271.00,467.00,196.00,108.00,64.00,1167.00
194.00,310.00,534.00,224.00,116.00,73.00,1191.00
95.00,150.00,254.00,104.00,55.00,33.00,596.00
168.00,185.00,309.00,127.00,59.00,40.00,671.00
207.00,222.00,373.00,154.00,67.00,49.00,833.00
171.00,176.00,318.00,122.00,61.00,39.00,801.00
157.00,165.00,296.00,113.00,59.00,36.00,803.00
167.00,266.00,532.00,266.00,99.00,74.00,1797.00
129.00,212.00,423.00,211.00,83.00,59.00,1778.00
230.00,266.00,527.00,266.00,92.00,74.00,1797.00
191.00,212.00,451.00,211.00,83.00,59.00,1778.00
141.00,132.00,238.00,91.00,37.00,25.00,777.00
39.00,68.00,120.00,52.00,29.00,17.00,554.00
99.00,137.00,232.00,95.00,38.00,26.00,809.00
88.00,124.00,210.00,86.00,36.00,24.00,499.00
48.00,73.00,123.00,50.00,25.00,14.00,589.00
121.00,124.00,208.00,86.00,33.00,24.00,499.00
55.00,110.00,182.00,72.00,55.00,23.00,650.00
104.00,172.00,286.00,114.00,68.00,37.00,810.00
108.00,134.00,237.00,88.00,61.00,29.00,653.00
105.00,164.00,282.00,118.00,59.00,36.00,636.00
65.00,68.00,123.00,47.00,24.00,13.00,772.00
24.00,128.00,234.00,92.00,112.00,83.00,541.00
25.00,132.00,242.00,95.00,115.00,86.00,554.00
23.00,129.00,219.00,92.00,104.00,83.00,599.00
73.00,132.00,231.00,99.00,59.00,32.00,565.00
53.00,62.00,123.00,48.00,29.00,15.00,623.00
16.00,70.00,126.00,56.00,54.00,21.00,385.00
42.00,84.00,154.00,70.00,42.00,21.00,957.00
58.00,82.00,161.00,69.00,43.00,21.00,965.00
97.00,123.00,224.00,103.00,49.00,31.00,1073.00
35.00,56.00,94.00,38.00,21.00,10.00,871.00
42.00,48.00,85.00,32.00,20.00,8.00,817.00
348.00,402.00,474.00,72.00,54.00,23.00,-3004.00
505.00,395.00,501.00,75.00,55.00,24.00,235.00
516.00,402.00,505.00,72.00,54.00,23.00,-3004.00
481.00,379.00,484.00,75.00,55.00,24.00,-3287.00
15.00,32.00,53.00,21.00,17.00,5.00,449.00
25.00,44.00,73.00,29.00,19.00,8.00,490.00
-46.00,46.00,104.00,52.00,77.00,47.00,520.00
12.00,65.00,118.00,53.00,53.00,20.00,361.00
6.00,57.00,102.00,45.00,51.00,17.00,409.00
22.00,69.00,132.00,55.00,54.00,20.00,410.00
22.00,42.00,71.00,29.00,20.00,8.00,835.00
26.00,36.00,59.00,24.00,16.00,6.00,856.00
113.00,146.00,288.00,145.00,60.00,40.00,1292.00
129.00,153.00,326.00,153.00,66.00,42.00,1319.00
-192.00,-67.00,86.00,154.00,67.00,49.00,2105.00
384.00,405.00,719.00,270.00,146.00,94.00,2041.00
58.00,114.00,189.00,75.00,56.00,24.00,549.00
