Advertising,Digital Marketing,Sales,Marketing Research,Agency Fees,Training and Development,Promotions and Sponsorships
18,134,230,96,116,87,683
20,145,250,105,125,95,716
14,111,213,79,107,72,551
22,128,234,92,113,83,541
25,132,242,95,115,86,532
24,130,238,93,114,84,692
62,117,204,87,55,28,472
61,116,202,86,55,28,547
57,112,195,83,55,27,575
82,108,200,80,53,26,415
86,117,202,87,51,28,472
101,132,229,99,55,32,565
41,84,155,71,43,22,950
39,82,151,69,43,21,965
50,96,176,80,46,24,1079
69,96,175,81,43,25,1046
77,103,187,86,44,26,1081
97,123,224,103,49,31,1073
67,89,175,75,44,23,1063
35,62,110,48,27,15,617
34,63,112,49,29,16,611
32,58,103,45,26,14,605
10,29,51,22,19,7,573
11,30,52,22,19,7,570
53,62,123,48,29,15,623
52,62,117,48,27,15,617
48,62,109,48,25,15,599
50,65,114,50,27,16,587
31,43,81,33,22,10,577
70,113,180,67,43,20,400
66,109,174,65,43,20,372
45,82,130,48,37,14,351
40,78,125,47,38,14,371
41,79,126,47,38,14,366
109,113,201,67,45,20,400
98,109,185,65,43,20,372
85,99,169,60,42,18,329
28,48,81,33,20,9,777
47,72,121,49,25,13,767
30,51,85,34,21,9,863
70,72,129,49,25,13,767
80,85,143,59,25,16,842
40,47,83,31,20,8,856
45,51,91,34,21,9,863
61,81,146,56,40,17,382
37,65,109,45,35,14,410
28,54,89,36,32,11,458
49,71,128,49,38,15,454
-2,75,128,53,77,48,597
-7,61,105,44,68,39,617
2,87,149,62,85,56,612
0,84,144,60,84,54,606
2,86,147,61,84,55,613
-8,66,112,47,67,42,622
-10,61,104,44,63,39,617
3,87,159,62,85,56,612
3,86,157,61,84,55,613
262,407,678,271,145,94,2101
511,548,904,364,166,127,2654
367,390,693,260,143,91,2548
367,378,680,260,131,98,1558
-143,-46,198,244,97,75,2636
-164,-62,198,260,102,80,3076
-189,-93,148,241,96,74,5121
-280,-93,158,241,96,74,5121
102,139,234,95,37,26,799
89,124,210,86,35,24,1003
111,152,256,104,41,29,821
134,179,302,123,45,34,915
146,130,245,89,38,24,777
184,178,298,123,42,34,941
224,318,567,249,94,69,1286
259,405,675,270,146,94,2041
364,387,687,258,142,90,2067
384,405,719,270,146,94,2041
99,136,230,94,37,26,562
47,73,123,50,26,14,589
125,118,212,81,34,22,588
209,268,547,245,127,93,1471
-105,-20,189,209,85,64,1811
-304,-187,124,311,117,96,3422
-156,-20,201,209,85,64,1811
-420,-187,123,311,109,96,3422
132,124,224,86,35,24,1003
133,179,302,123,46,34,959
199,179,322,123,45,34,915
194,284,523,239,90,66,1260
435,526,765,239,91,66,1197
312,407,657,250,95,70,723
439,415,669,260,90,72,1405
94,130,219,89,36,24,777
121,163,276,113,42,31,897
134,179,302,123,45,34,959
146,130,245,89,38,24,777
167,163,274,113,39,31,897
197,179,322,123,46,34,915
190,172,309,118,44,33,930
39,68,120,52,29,17,554
27,51,90,39,24,12,541
40,52,98,40,25,13,536
99,137,232,95,38,26,809
132,178,301,123,46,34,947
144,191,323,132,47,36,994
116,157,265,108,41,30,971
157,139,262,95,40,26,821
172,157,282,108,41,30,971
30,56,99,43,26,14,602
53,87,155,68,34,22,587
70,112,200,88,42,29,561
66,104,185,81,38,26,551
43,55,104,43,26,14,613
70,79,149,61,32,20,579
98,104,197,81,38,26,551
84,117,198,81,33,22,441
99,136,230,94,37,26,562
125,117,211,81,33,22,460
145,145,243,100,37,28,598
125,118,212,81,34,22,588
48,102,170,68,54,22,559
30,79,131,52,49,17,662
83,108,201,72,58,23,558
61,96,159,64,48,21,593
94,163,325,162,69,45,1059
92,161,322,161,69,45,1267
115,149,295,149,61,41,1156
112,146,288,145,60,40,1304
113,146,288,145,60,40,1292
0,87,150,63,87,57,435
-4,73,125,52,77,47,433
-14,52,88,37,58,33,513
-9,65,119,47,71,42,521
29,74,129,55,45,18,336
26,71,123,52,45,17,361
24,68,118,50,44,16,397
49,80,149,60,47,19,329
36,71,122,52,42,17,361
17,72,130,58,55,22,338
18,73,132,59,55,22,331
11,64,115,51,53,19,396
15,69,124,55,54,20,410
26,72,145,58,58,22,338
17,64,114,51,48,19,419
10,57,109,45,50,17,409
22,69,132,55,54,20,410
34,75,138,63,41,19,965
29,68,125,57,39,17,1042
56,76,157,64,42,19,965
37,64,116,53,34,16,1028
37,62,120,51,37,15,1042
43,68,133,57,39,17,1042
90,126,213,87,36,24,756
96,132,223,91,36,25,777
111,152,256,104,41,29,821
111,152,256,104,41,29,952
133,178,301,123,45,34,941
156,144,259,99,39,27,766
153,152,254,104,38,29,821
153,152,254,104,38,29,952
184,178,298,123,42,34,941
68,107,190,83,39,27,613
106,107,213,83,41,27,623
94,107,188,83,36,27,584
101,139,234,95,38,26,799
112,152,256,104,40,29,871
88,124,210,86,36,24,1003
182,178,298,123,43,34,947
199,191,320,132,44,36,994
157,145,261,100,39,28,981
125,117,211,81,33,22,984
131,124,224,86,36,24,1003
29,55,98,43,26,14,613
29,56,99,43,27,14,597
74,115,205,90,41,29,572
73,87,154,68,32,22,587
84,117,198,81,33,22,460
105,145,245,100,40,28,598
84,80,150,54,27,15,456
125,117,211,81,33,22,441
135,136,228,94,35,26,608
53,108,180,72,55,23,558
41,79,130,52,46,17,662
70,101,179,67,54,22,677
83,149,298,149,66,41,1245
154,171,382,170,76,47,1091
140,163,346,162,69,45,1091
115,149,295,149,61,41,1245
137,161,343,161,69,45,1267
-3,75,128,53,78,48,458
-7,63,107,44,70,40,496
0,87,168,63,91,57,435
-6,73,133,52,77,47,433
-7,71,130,51,76,46,503
31,77,134,57,46,18,323
21,63,110,47,42,15,420
27,72,125,53,45,17,410
32,79,138,59,47,19,411
43,74,137,55,45,18,336
33,68,117,50,41,16,397
29,63,109,47,39,15,420
40,72,133,53,45,17,410
12,65,118,53,53,20,361
9,60,109,49,51,18,414
19,67,129,54,54,20,337
17,65,117,53,49,20,361
12,60,108,49,47,18,414
19,66,128,54,53,20,404
34,74,136,62,40,19,958
23,59,109,50,36,15,1051
25,62,113,51,37,15,1042
32,59,108,50,33,15,1051
22,50,90,41,32,12,1046
129,195,336,141,66,43,692
181,186,341,134,64,41,690
44,68,115,47,24,13,772
27,134,245,96,116,87,683
31,43,81,33,22,10,577
16,30,55,22,19,7,570
12,65,118,53,53,20,306
18,66,128,54,54,20,301
28,77,139,63,53,23,397
34,80,140,60,46,19,336
28,74,129,55,46,18,336
35,72,121,49,37,15,351
84,149,298,149,65,41,1156
87,153,306,153,66,42,1319
11,65,118,53,54,20,361
6,57,103,46,51,17,422
17,64,114,51,48,19,396
9,26,44,18,17,5,486
29,48,80,32,19,8,821
28,48,80,32,20,8,817
28,47,79,32,19,8,813
73,134,222,88,61,29,653
104,172,286,114,68,37,822
144,172,283,114,63,37,822
121,186,320,134,65,41,690
105,120,220,86,49,26,490
132,143,261,102,54,31,666
63,120,200,80,57,26,640
63,119,197,78,56,25,798
73,133,221,88,60,29,817
108,141,233,94,59,31,697
67,116,200,84,49,26,500
145,155,285,112,57,34,502
178,195,333,141,61,43,692
28,48,81,33,20,9,777
47,72,121,49,25,13,779
73,75,134,51,26,14,857
15,130,224,94,115,85,694
25,130,238,93,113,84,692
50,103,180,77,53,25,432
86,112,208,83,54,27,433
98,130,225,97,55,32,575
34,62,110,48,28,15,617
50,62,117,48,28,15,617
19,74,133,59,55,22,377
26,74,132,59,51,22,377
39,82,151,69,43,21,965
79,99,194,83,46,25,1063
32,52,87,35,20,9,875
54,108,180,72,54,23,558
39,90,150,60,51,19,656
111,152,256,104,41,29,871
125,117,211,81,33,22,984
102,109,206,84,40,27,603
133,178,301,123,45,34,941
145,145,243,100,37,28,598
70,73,131,50,26,14,589
149,239,478,239,90,66,1417
89,143,245,102,54,31,666
113,127,232,91,51,28,656
68,70,126,48,24,13,851
35,154,262,110,120,100,665
87,121,210,91,54,30,533
76,103,192,77,52,25,557
12,32,56,24,20,7,567
12,66,120,54,54,20,301
22,70,135,57,55,21,313
39,81,150,69,42,21,965
57,65,109,45,22,12,885
177,213,391,154,94,50,829
141,150,271,104,55,33,596
230,349,612,263,119,86,1433
317,349,607,263,111,86,1433
333,362,628,272,113,89,1616
362,392,681,295,121,97,1714
148,239,478,239,91,66,1417
218,228,510,228,92,63,1459
228,261,516,260,89,72,1559
230,249,531,249,94,69,1775
221,239,509,239,90,66,1755
233,251,534,250,94,70,1820
112,152,256,104,40,29,821
148,130,245,89,37,24,777
155,152,254,104,37,29,821
68,107,190,83,39,27,613
27,52,92,40,25,13,536
29,56,99,43,27,14,531
106,107,213,83,41,27,623
101,107,202,83,39,27,613
94,107,188,83,36,27,584
92,107,188,83,37,27,574
99,112,197,87,37,28,564
101,139,234,95,38,26,821
102,139,234,95,37,26,799
112,152,256,104,40,29,871
106,145,245,100,39,28,981
157,145,261,100,39,28,981
53,108,180,72,55,23,541
40,90,150,60,50,19,656
73,102,181,68,53,22,559
340,395,470,75,55,24,235
397,451,519,68,54,22,-348
543,420,524,72,54,23,-54
755,595,643,54,45,17,-1006
690,516,614,60,51,19,-2572
24,32,56,21,16,5,454
12,26,44,18,16,5,486
37,44,78,29,19,8,490
-11,65,116,51,76,46,542
-8,68,120,52,76,47,554
-6,74,136,54,78,49,451
-6,73,133,52,77,47,446
-16,65,124,51,76,46,542
19,67,129,54,54,20,337
15,64,114,51,49,19,419
9,57,109,45,51,17,409
10,57,110,46,50,17,422
30,42,70,29,19,8,835
147,170,362,170,71,47,1073
140,163,346,162,69,45,1059
129,155,330,155,68,43,1280
-5,41,74,33,46,12,193
-2,44,79,35,46,13,197
-1,46,82,36,47,13,252
-2,43,77,34,45,12,240
-4,41,74,33,45,12,243
1,49,88,39,48,14,250
-5,42,85,34,47,12,197
-1,46,81,36,44,13,252
1,48,85,38,44,14,248
3,51,97,40,49,15,244
-6,41,79,33,45,12,243
4,34,62,28,30,8,965
4,33,61,28,29,8,964
6,37,68,31,31,9,976
8,38,70,32,30,9,996
9,41,75,34,32,10,1010
7,37,68,31,30,9,1000
5,35,64,29,30,8,1003
9,35,67,28,29,8,961
9,35,67,28,29,8,958
8,37,67,31,29,9,976
10,37,72,31,30,9,1000
12,38,74,31,30,9,1009
-340,-245,32,245,127,93,2449
-404,-284,21,284,141,107,5807
-430,-302,19,302,147,114,6413
-408,-294,31,294,145,111,8252
-552,-245,19,245,132,93,1419
-508,-240,25,240,125,91,1937
-505,-245,34,245,127,93,2449
-509,-271,37,271,126,102,4507
-522,-270,27,270,126,102,5230
-558,-284,21,284,131,107,5807
-638,-302,20,302,147,114,6413
-505,-245,34,245,127,93,7653
-605,-294,33,294,145,111,8252
10,27,45,18,17,5,818
10,27,45,18,17,5,816
13,29,49,20,16,5,829
18,35,58,23,17,6,843
17,36,61,25,19,7,854
19,38,63,25,19,7,851
12,29,48,19,17,5,848
9,24,39,15,15,4,848
10,25,41,16,15,4,851
16,27,50,18,18,5,821
15,27,48,18,17,5,818
18,29,49,20,15,5,829
21,31,55,21,17,5,846
13,24,42,15,15,4,848
15,25,44,16,15,4,851
11,26,43,17,15,4,777
11,28,47,19,17,5,774
10,25,41,16,15,4,772
10,26,43,17,16,4,776
13,29,49,20,16,5,784
17,34,56,22,17,6,802
15,25,44,16,15,4,772
15,26,46,17,16,4,776
21,32,53,21,16,5,798
17,29,49,20,16,5,808
23,35,57,23,17,6,806
25,35,62,23,18,6,803
25,35,62,23,18,6,800
25,34,60,22,17,6,802
25,35,62,23,18,6,807
26,169,290,121,143,110,712
27,173,298,125,146,113,700
27,173,298,125,146,113,729
25,168,289,121,143,109,788
37,201,345,144,164,131,874
45,225,387,162,180,147,943
49,239,412,173,190,156,927
26,173,298,125,147,113,898
26,168,289,121,142,109,912
25,145,280,105,135,95,725
40,173,318,125,146,113,700
40,173,318,125,146,113,729
35,168,286,121,133,109,788
51,201,342,144,153,131,874
111,201,345,144,90,47,862
115,206,354,148,91,48,844
156,265,456,191,109,63,865
160,270,465,195,110,64,956
208,329,567,238,121,78,1190
163,271,467,196,108,64,1167
194,310,534,224,116,73,1191
173,201,386,144,94,47,862
171,206,377,148,91,48,844
225,271,463,196,100,64,1167
178,213,391,154,93,50,1132
121,185,312,127,64,40,671
136,204,345,141,68,45,764
150,222,376,154,72,49,833
115,176,298,122,61,39,801
122,185,312,127,63,40,830
134,139,262,95,56,30,608
140,150,271,104,56,33,596
151,158,285,109,56,34,585
171,178,321,123,63,39,611
188,204,342,141,63,45,764
207,222,373,154,67,49,817
169,176,318,122,62,39,789
159,165,296,113,58,36,803
181,185,332,127,63,40,830
203,312,546,234,109,77,1310
202,311,545,234,109,77,1282
241,362,634,272,121,89,1616
319,349,607,263,110,86,1433
328,336,628,253,115,83,1686
332,341,637,257,117,84,1662
291,304,567,228,108,75,1691
319,329,614,247,114,81,1744
141,228,456,228,87,63,1459
149,239,478,239,90,66,1464
164,261,521,260,97,72,1559
168,266,532,266,98,74,1819
167,266,532,266,99,74,1797
149,239,478,239,90,66,1755
220,228,510,228,91,63,1459
211,229,487,228,87,63,1436
220,239,509,239,91,66,1417
221,239,509,239,90,66,1464
226,261,516,260,90,72,1559
228,261,516,260,89,72,1715
232,249,531,249,93,69,1775
221,239,509,239,90,66,1755
233,251,534,250,94,70,1820
11,26,43,17,15,4,777
31,43,43,0,12,0,731
32,43,43,0,11,0,688
31,43,43,0,12,0,645
31,43,43,0,12,0,602
31,43,43,0,12,0,387
46,43,46,0,12,0,774
46,43,46,0,12,0,731
47,43,46,0,11,0,688
43,43,43,0,11,0,645
43,43,43,0,11,0,602
44,43,43,0,10,0,559
44,43,43,0,10,0,516
47,43,46,0,11,0,473
46,43,46,0,12,0,387
46,43,46,0,12,0,344
29,48,80,32,19,8,456
16,32,53,21,16,5,454
22,32,56,21,17,5,449
17,29,49,20,16,5,464
12,25,41,16,15,4,484
22,32,56,21,17,5,480
-23,63,126,63,86,57,435
-4,67,110,44,65,40,543
18,73,132,59,55,22,331
12,64,115,51,52,19,396
13,66,120,54,53,20,404
26,72,145,58,58,22,338
24,71,137,58,55,22,325
17,64,114,51,48,19,396
26,45,75,30,19,8,820
19,36,60,24,17,6,856
45,48,90,32,20,8,821
87,155,310,155,68,43,1280
92,161,322,161,69,45,1267
116,149,295,149,60,41,1156
93,119,210,78,56,25,798
17,132,227,95,115,86,554
17,129,221,92,112,83,599
25,154,264,110,129,100,665
86,117,202,87,51,28,472
48,62,109,48,25,15,599
25,39,68,30,20,9,581
24,70,134,56,54,21,385
68,96,175,81,44,25,1046
28,48,80,32,20,8,817
47,92,170,78,45,24,965
24,60,110,50,36,15,1064
33,74,136,62,41,19,1059
39,81,150,69,42,21,1060
73,92,190,78,47,24,965
68,90,176,75,44,23,956
70,91,178,76,44,23,965
44,72,131,60,37,18,1070
26,71,124,53,45,17,299
19,62,108,46,43,15,367
16,57,100,43,41,14,388
21,65,114,49,44,16,392
39,71,132,53,45,17,299
33,65,120,48,43,15,380
39,105,190,85,66,32,494
24,83,150,67,59,25,599
38,102,184,82,64,31,601
61,105,213,85,69,32,494
50,98,190,80,64,30,494
37,88,159,72,57,27,606
39,85,163,68,59,25,619
-3,42,76,34,45,12,182
-3,42,76,34,45,12,211
-12,36,69,29,44,11,169
-4,42,75,34,42,12,182
35,63,112,49,28,16,617
34,62,110,48,28,15,611
37,67,119,52,30,17,605
32,60,106,46,28,15,587
62,99,176,77,37,25,581
87,133,236,103,46,33,564
50,62,117,48,28,15,611
48,63,110,48,26,15,593
83,90,169,69,34,22,572
126,130,246,101,45,33,552
31,52,87,35,21,9,894
21,55,93,38,34,12,241
49,90,151,61,41,19,322
33,71,120,49,38,15,310
30,67,113,46,37,14,316
50,72,129,49,38,15,241
50,71,128,49,37,15,315
49,71,128,49,38,15,310
28,74,122,48,46,15,462
58,94,155,62,48,20,436
-32,18,106,88,50,27,715
-12,49,169,120,61,37,1334
-41,19,139,120,60,37,1439
-45,11,115,104,56,32,1574
-8,40,122,82,48,25,1804
-47,18,113,88,50,27,715
-21,38,135,98,49,30,973
-17,49,167,120,57,37,1334
-57,19,138,120,56,37,1439
-7,63,107,44,70,40,251
-3,73,125,52,76,47,313
2,88,151,63,86,57,332
-6,64,109,45,70,41,320
-10,61,111,43,68,39,256
0,82,140,59,76,53,338
-10,62,113,44,69,40,325
14,55,96,41,41,13,239
12,52,91,39,40,12,248
12,51,89,38,39,12,256
14,47,92,35,40,11,196
13,47,87,35,38,11,191
15,49,91,36,39,11,187
16,51,94,37,40,12,195
23,59,102,44,39,14,258
36,57,96,39,21,10,845
28,48,80,32,20,8,841
28,47,79,32,19,8,833
67,70,126,48,25,13,766
-116,-21,105,127,59,40,1215
357,534,890,356,177,124,2476
26,173,298,125,147,113,729
40,173,318,125,146,113,898
139,185,312,127,46,35,1007
183,277,512,235,94,72,1060
62,100,178,78,38,25,593
67,107,190,83,40,27,584
29,56,99,43,27,14,531
96,132,223,91,36,25,777
157,144,259,99,38,27,766
184,178,298,123,42,34,941
190,172,309,118,44,33,930
68,107,190,83,39,27,574
98,112,197,87,38,28,564
62,74,141,58,32,19,548
46,68,121,46,37,14,424
83,108,201,72,58,23,558
88,114,201,75,55,24,-1050
106,126,235,84,61,27,651
122,186,320,134,64,41,690
47,72,121,49,25,13,767
22,130,239,94,115,85,694
80,108,200,80,54,26,415
18,39,69,30,21,9,581
40,84,155,71,44,22,950
59,84,165,71,44,22,950
26,45,75,30,19,8,882
167,278,478,200,111,66,1095
120,213,367,154,93,50,1132
139,239,412,173,100,57,1150
173,201,386,144,94,47,862
287,329,562,238,113,78,1190
178,213,391,154,93,50,1132
206,239,439,173,100,57,1150
115,176,298,122,61,39,789
106,165,278,113,59,36,803
151,158,285,109,56,34,585
186,204,342,141,64,45,764
171,176,318,122,61,39,789
224,341,598,257,117,84,1662
216,329,576,247,113,81,1744
298,311,581,234,110,77,1282
221,239,509,239,90,66,1464
232,266,527,266,91,74,1819
105,144,243,99,39,27,766
182,178,298,123,43,34,941
139,185,312,127,46,35,1007
116,157,265,108,41,30,971
147,137,247,95,38,26,809
157,145,261,100,39,28,822
172,157,282,108,41,30,971
84,117,198,81,33,22,441
83,117,198,81,34,22,460
99,136,230,94,37,26,608
84,118,199,81,34,22,588
116,111,199,76,33,21,580
44,96,160,64,52,21,593
31,79,131,52,48,17,668
84,108,201,72,57,23,558
79,108,192,72,55,23,541
41,79,130,52,46,17,662
82,110,194,72,55,23,650
35,98,177,79,63,30,593
46,90,165,75,44,23,956
24,60,110,50,36,15,1064
36,76,139,63,40,19,1075
50,74,145,62,40,19,1059
0,46,82,36,46,13,252
-6,42,85,34,48,12,197
0,46,81,36,43,13,236
41,64,108,44,23,12,886
36,58,97,39,22,10,799
40,46,82,31,19,8,844
-6,63,107,44,69,40,251
-1,82,141,59,83,53,338
-6,73,124,52,72,47,313
-47,18,113,88,50,27,715
-57,19,138,120,56,37,1439
9,47,82,35,38,11,191
19,60,105,45,41,14,253
19,55,95,41,38,13,239
1,49,89,40,48,15,219
1,49,88,40,45,15,219
-24,25,48,20,41,7,218
253,277,507,235,87,72,1060
197,179,322,123,46,34,915
28,74,129,55,46,18,336
26,62,107,46,40,15,415
59,114,189,75,55,24,-1050
41,79,130,52,46,17,-587
-76,-13,110,123,63,39,964
-74,-13,109,122,61,39,2555
367,390,693,260,143,91,2548
-117,-26,122,148,91,48,1071
-209,-32,169,191,109,63,1564
-178,-24,147,162,96,53,3421
30,79,131,52,49,17,662
80,108,192,72,54,23,541
17,145,250,105,128,95,725
26,168,289,121,142,109,912
344,367,672,311,110,96,1296
64,74,141,58,31,19,548
167,266,532,266,99,74,1819
246,253,498,214,87,66,923
155,152,254,104,37,29,821
27,72,125,53,45,17,410
28,64,107,43,36,13,424
53,108,180,72,55,23,558
39,90,150,60,51,19,-718
220,335,587,252,115,83,1316
143,191,323,132,48,36,994
72,112,199,87,40,28,564
199,179,322,123,45,34,915
98,136,230,94,38,26,608
142,229,457,228,87,63,1436
161,247,456,209,86,64,969
142,132,238,91,36,25,777
98,136,230,94,38,26,608
125,117,211,81,33,22,460
24,68,118,50,44,16,397
48,102,170,68,54,22,9
55,110,182,72,55,23,-868
370,548,912,364,178,127,2654
368,546,910,364,178,127,2617
271,420,699,279,149,97,2642
79,112,189,77,33,21,449
145,145,243,100,37,28,598
-202,-56,69,125,146,113,3142
-309,-62,67,125,146,113,1118
-326,-72,71,144,153,131,1979
-332,-69,70,135,155,122,3641
129,258,513,255,129,96,1622
137,239,577,302,147,114,1518
-113,-27,180,207,86,64,965
-178,-33,192,213,87,66,1214
-353,-139,119,251,99,77,3948
157,145,261,100,39,28,981
121,163,276,113,42,31,897
163,271,467,196,108,64,1167
194,310,534,224,116,73,1191
95,150,254,104,55,33,596
168,185,309,127,59,40,671
207,222,373,154,67,49,833
171,176,318,122,61,39,801
157,165,296,113,59,36,803
167,266,532,266,99,74,1797
129,212,423,211,83,59,1778
230,266,527,266,92,74,1797
191,212,451,211,83,59,1778
141,132,238,91,37,25,777
39,68,120,52,29,17,554
99,137,232,95,38,26,809
88,124,210,86,36,24,499
48,73,123,50,25,14,589
121,124,208,86,33,24,499
55,110,182,72,55,23,650
104,172,286,114,68,37,810
108,134,237,88,61,29,653
105,164,282,118,59,36,636
65,68,123,47,24,13,772
24,128,234,92,112,83,541
25,132,242,95,115,86,554
23,129,219,92,104,83,599
73,132,231,99,59,32,565
53,62,123,48,29,15,623
16,70,126,56,54,21,385
42,84,154,70,42,21,957
58,82,161,69,43,21,965
97,123,224,103,49,31,1073
35,56,94,38,21,10,871
42,48,85,32,20,8,817
348,402,474,72,54,23,-3004
505,395,501,75,55,24,235
516,402,505,72,54,23,-3004
481,379,484,75,55,24,-3287
15,32,53,21,17,5,449
25,44,73,29,19,8,490
-46,46,104,52,77,47,520
12,65,118,53,53,20,361
6,57,102,45,51,17,409
22,69,132,55,54,20,410
22,42,71,29,20,8,835
26,36,59,24,16,6,856
113,146,288,145,60,40,1292
129,153,326,153,66,42,1319
-192,-67,86,154,67,49,2105
384,405,719,270,146,94,2041
58,114,189,75,56,24,549
80,112,189,77,32,21,449
91,155,258,103,64,33,1130
115,188,313,125,73,41,1119
180,195,346,130,74,42,945
169,186,329,123,72,40,932
18,37,62,25,19,7,769
15,31,51,20,16,5,814
17,34,57,23,17,6,809
23,34,56,23,16,6,787
21,31,51,20,15,5,814
7,105,180,75,98,68,522
3,90,155,65,87,58,513
0,87,150,63,87,57,506
0,87,150,63,87,57,521
-5,66,113,47,71,42,622
-8,61,105,44,69,39,617
-3,75,127,53,72,48,597
26,71,124,53,45,17,299
23,65,113,48,42,15,380
21,64,111,47,43,15,375
26,71,124,53,45,17,380
36,68,127,51,44,16,311
30,65,112,48,40,15,334
22,57,99,43,38,14,388
40,105,190,85,65,32,494
33,96,173,77,63,29,529
28,88,160,72,60,27,606
38,102,184,82,64,31,601
62,105,213,85,68,32,494
44,93,167,76,57,28,580
44,93,167,76,57,28,613
40,85,163,68,58,25,619
46,90,165,75,44,23,956
46,91,167,76,45,23,965
35,77,142,65,42,20,1053
73,92,190,78,47,24,965
42,65,109,44,23,12,844
36,59,99,40,23,11,881
47,73,123,50,26,14,898
70,72,129,49,25,13,809
61,64,115,44,23,12,886
76,78,141,54,27,15,885
110,125,228,89,51,27,481
138,159,271,114,55,35,555
46,70,118,48,24,13,851
30,51,85,34,21,9,863
17,130,223,93,113,84,692
62,117,204,87,55,28,472
71,130,227,97,59,32,575
58,114,199,85,56,28,555
34,62,110,48,28,15,623
35,63,112,49,28,16,611
36,65,115,50,29,16,587
27,48,81,33,21,9,813
40,48,86,33,21,9,813
44,53,88,36,20,10,838
63,100,178,78,37,25,593
106,144,243,99,38,27,766
20,63,110,47,43,15,420
33,68,117,50,41,16,397
58,90,160,60,51,19,-718
78,141,235,94,63,31,697
99,167,278,111,68,36,767
104,172,286,114,68,37,822
99,126,224,84,59,27,632
132,143,261,102,54,31,666
63,91,154,63,28,17,864
49,75,126,51,26,14,857
70,72,129,49,25,13,767
70,72,129,49,25,13,779
87,91,153,63,26,17,864
42,47,83,31,19,8,856
58,112,195,83,54,27,433
101,132,229,99,55,32,565
15,29,54,22,19,7,573
18,32,60,24,20,7,567
19,74,133,59,55,22,403
20,66,134,54,56,20,312
18,65,126,53,53,20,306
23,72,129,58,51,22,338
55,103,189,86,48,26,1081
71,94,185,80,46,24,1055
30,51,85,34,21,9,821
45,51,91,34,21,9,821
-27,28,132,104,55,33,685
-110,-13,116,122,61,39,2555
-120,-24,138,162,96,53,3421
-127,-27,146,173,100,57,3909
-217,-36,200,238,113,78,2797
362,392,681,295,121,97,1714
99,112,197,87,37,28,564
508,546,902,364,166,127,2617
70,73,131,50,26,14,589
-205,-59,66,125,146,113,1382
-236,-72,72,144,164,131,1979
-300,-56,74,125,146,113,3142
-300,-60,65,121,142,109,3385
-119,-32,182,214,87,66,1480
-156,-65,160,225,91,69,4742
-197,-46,196,244,90,75,2636
-226,-62,196,260,95,80,3076
184,178,298,123,42,34,947
133,178,301,123,45,34,941
153,152,254,104,38,29,952
188,172,309,118,45,33,930
349,325,601,239,90,66,1262
26,52,92,40,26,13,536
104,109,206,84,39,27,603
188,172,309,118,45,33,930
78,111,187,76,33,21,580
27,71,123,52,44,17,361
49,80,149,60,47,19,329
37,71,122,52,41,17,361
52,72,129,49,37,15,351
-2,50,145,95,52,30,608
-61,16,133,109,57,34,796
-83,3,124,113,59,36,2758
-141,-32,159,191,109,63,1564
26,169,290,121,143,110,712
39,169,309,121,143,110,712
39,168,308,121,142,109,912
211,324,567,243,113,80,1260
197,191,320,132,45,36,994
132,124,224,86,35,24,1003
249,367,678,311,118,96,1296
134,179,302,123,45,34,959
125,117,211,81,33,22,441
167,266,532,266,99,74,1797
157,251,501,250,94,70,1820
245,387,645,258,142,90,2067
312,474,790,316,162,110,2580
493,534,882,356,165,124,2476
92,239,541,302,147,114,1518
392,352,618,228,88,63,1402
565,464,719,211,83,59,933
29,56,100,44,27,14,618
29,55,98,43,26,14,613
29,56,99,43,27,14,597
74,115,205,90,41,29,572
71,112,200,88,41,29,561
49,60,113,46,27,15,608
41,56,98,43,24,14,602
110,115,218,90,41,29,572
105,112,213,88,41,29,561
21,39,66,27,18,7,859
44,48,90,32,21,8,821
30,42,70,29,19,8,835
26,36,59,24,16,6,856
22,34,56,23,17,6,868
22,33,55,22,16,6,865
42,49,87,33,21,9,870
17,34,56,22,17,6,452
15,32,53,21,17,5,449
10,26,44,18,16,5,478
9,26,44,18,17,5,486
10,25,41,16,15,4,484
29,48,80,32,19,8,482
18,29,49,20,15,5,464
14,26,44,18,15,5,478
12,26,44,18,16,5,486
99,167,278,111,68,36,767
62,119,197,78,57,25,798
137,167,276,111,63,36,767
107,133,236,88,61,29,817
13,66,120,54,53,20,312
11,65,118,53,54,20,306
17,72,130,58,55,22,338
19,74,133,59,55,22,377
13,67,121,54,54,20,391
20,66,134,54,56,20,312
19,66,128,54,53,20,301
22,70,135,57,55,21,313
28,77,139,63,53,23,397
17,129,221,92,112,83,599
25,132,242,95,115,86,532
24,132,242,95,116,86,554
35,154,262,110,120,100,665
25,134,245,96,117,87,683
98,155,267,112,57,34,-120
101,159,273,114,58,35,-387
105,164,282,118,59,36,-660
102,161,277,116,59,35,-1278
89,143,245,102,54,31,-2003
121,186,320,134,65,41,-2248
139,159,271,114,54,35,-387
141,161,275,116,55,35,-1278
122,134,245,96,52,29,-1555
180,186,341,134,65,41,-2248
16,70,127,57,54,21,313
18,74,133,59,56,22,403
33,80,155,65,58,24,403
15,128,220,92,113,83,541
48,184,314,133,139,120,705
63,121,212,91,58,30,533
71,130,227,97,59,32,575
91,116,215,86,55,28,547
76,103,192,77,52,25,557
70,123,226,103,53,31,1073
45,89,164,75,44,23,1063
